filename,width,height,class,xmin,ymin,xmax,ymax
637_day_outside.jpg,1080,1920,hole,606,655,669,684
637_day_outside.jpg,1080,1920,hole,660,745,831,792
637_day_outside.jpg,1080,1920,hole,574,716,668,759
637_day_outside.jpg,1080,1920,hole,651,805,734,845
637_day_outside.jpg,1080,1920,hole,321,751,381,769
777_day_outside.jpg,1080,1920,hole,224,947,536,1005
777_day_outside.jpg,1080,1920,hole,450,1026,674,1118
777_day_outside.jpg,1080,1920,hole,1,1027,283,1144
777_day_outside.jpg,1080,1920,hole,163,1148,451,1298
777_day_outside.jpg,1080,1920,hole,807,1004,1080,1191
777_day_outside.jpg,1080,1920,hole,420,903,609,942
777_day_outside.jpg,1080,1920,hole,588,854,765,889
777_day_outside.jpg,1080,1920,hole,654,805,820,846
777_day_outside.jpg,1080,1920,hole,777,774,873,810
777_day_outside.jpg,1080,1920,hole,657,1198,1080,1416
368_day_outside.jpg,640,480,hole,192,345,287,373
368_day_outside.jpg,640,480,hole,265,329,345,345
897_day_outside.jpg,2016,4032,hole,378,2368,952,2666
897_day_outside.jpg,2016,4032,hole,1092,1849,1629,2102
897_day_outside.jpg,2016,4032,hole,1661,2413,2016,2647
135_day_outside.JPG,3264,2448,hole,1598,2043,1637,2055
829_day_outside.jpg,1080,1920,hole,448,889,545,992
829_day_outside.jpg,1080,1920,hole,607,667,624,676
732_day_outside.jpg,2016,4032,hole,70,2402,1185,3092
732_day_outside.jpg,2016,4032,hole,668,2024,1285,2241
704_day_outside.jpg,1080,1920,hole,234,626,424,705
704_day_outside.jpg,1080,1920,hole,216,593,279,624
617_day_outside.jpg,1080,1920,hole,1,753,490,1574
617_day_outside.jpg,1080,1920,hole,1,568,181,694
617_day_outside.jpg,1080,1920,hole,939,821,1080,969
617_day_outside.jpg,1080,1920,hole,884,536,963,573
154_day_outside.JPG,3264,2448,hole,1566,1802,1598,1817
154_day_outside.JPG,3264,2448,hole,1744,1698,1789,1706
154_day_outside.JPG,3264,2448,hole,1961,1765,1990,1775
154_day_outside.JPG,3264,2448,hole,1990,1824,2019,1833
154_day_outside.JPG,3264,2448,hole,2043,1850,2066,1860
86_day_outside.JPG,3264,2448,hole,1487,1889,1530,1905
86_day_outside.JPG,3264,2448,hole,1529,1803,1560,1815
187_day_outside.JPG,3264,2448,hole,1411,1719,1557,1788
187_day_outside.JPG,3264,2448,hole,2215,1699,2342,1775
187_day_outside.JPG,3264,2448,hole,942,1690,1039,1736
187_day_outside.JPG,3264,2448,hole,975,1658,1068,1684
187_day_outside.JPG,3264,2448,hole,1206,1655,1365,1721
187_day_outside.JPG,3264,2448,hole,1369,1661,1458,1689
187_day_outside.JPG,3264,2448,hole,1475,1632,1649,1667
187_day_outside.JPG,3264,2448,hole,1606,1608,1675,1626
187_day_outside.JPG,3264,2448,hole,1267,1593,1467,1624
187_day_outside.JPG,3264,2448,hole,304,1815,394,1848
187_day_outside.JPG,3264,2448,hole,361,1786,424,1812
187_day_outside.JPG,3264,2448,hole,1192,1560,1293,1587
187_day_outside.JPG,3264,2448,hole,1059,1546,1222,1571
187_day_outside.JPG,3264,2448,hole,1292,1536,1354,1557
187_day_outside.JPG,3264,2448,hole,1496,1345,1586,1368
187_day_outside.JPG,3264,2448,hole,1480,1319,1549,1336
187_day_outside.JPG,3264,2448,hole,1799,1296,1891,1312
187_day_outside.JPG,3264,2448,hole,1732,1314,1797,1322
187_day_outside.JPG,3264,2448,hole,1730,1273,1787,1279
187_day_outside.JPG,3264,2448,hole,1802,1270,1859,1277
187_day_outside.JPG,3264,2448,hole,1799,1259,1844,1264
187_day_outside.JPG,3264,2448,hole,1888,1227,1907,1233
389_day_outside.jpg,640,480,hole,122,343,247,416
389_day_outside.jpg,640,480,hole,188,291,266,327
954_day_outside.jpg,2016,4032,hole,802,2506,1283,2710
954_day_outside.jpg,2016,4032,hole,1376,2101,1878,2230
954_day_outside.jpg,2016,4032,hole,1720,1813,1914,1853
954_day_outside.jpg,2016,4032,hole,1723,1995,1974,2059
866_day_outside.jpg,2016,4032,hole,674,2269,1326,2547
866_day_outside.jpg,2016,4032,hole,1208,2103,1572,2215
866_day_outside.jpg,2016,4032,hole,157,2165,579,2270
866_day_outside.jpg,2016,4032,hole,1019,1881,1244,1907
866_day_outside.jpg,2016,4032,hole,1553,1911,1702,1927
866_day_outside.jpg,2016,4032,hole,1511,1869,1679,1883
866_day_outside.jpg,2016,4032,hole,1929,1922,2016,1953
866_day_outside.jpg,2016,4032,hole,1732,2138,1938,2179
866_day_outside.jpg,2016,4032,hole,227,2025,458,2088
866_day_outside.jpg,2016,4032,hole,306,1876,399,1889
866_day_outside.jpg,2016,4032,hole,307,1864,394,1873
866_day_outside.jpg,2016,4032,hole,527,1852,636,1865
866_day_outside.jpg,2016,4032,hole,698,1996,935,2043
866_day_outside.jpg,2016,4032,hole,312,1925,1292,1993
866_day_outside.jpg,2016,4032,hole,1294,1925,1878,1994
174_day_outside.jpg,640,480,hole,71,326,192,364
174_day_outside.jpg,640,480,hole,1,394,84,439
174_day_outside.jpg,640,480,hole,69,457,106,476
174_day_outside.jpg,640,480,hole,200,308,294,325
174_day_outside.jpg,640,480,hole,186,345,232,371
124_day_outside.JPG,3264,2448,hole,2035,1945,2135,1967
703_day_outside.jpg,1080,1920,hole,1,606,133,680
968_day_outside.jpg,2016,4032,hole,842,2384,1039,2456
968_day_outside.jpg,2016,4032,hole,1,2521,226,2573
968_day_outside.jpg,2016,4032,hole,747,2535,1958,2645
968_day_outside.jpg,2016,4032,hole,715,2873,1625,3248
968_day_outside.jpg,2016,4032,hole,1,2954,698,3340
681_day_outside.jpg,1080,1920,hole,755,1417,1080,1904
464_day_outside.JPG,3264,2448,hole,1296,2040,1587,2196
464_day_outside.JPG,3264,2448,hole,1338,1928,1618,2024
464_day_outside.JPG,3264,2448,hole,1596,1670,1996,1785
464_day_outside.JPG,3264,2448,hole,1530,1585,1766,1655
287_day_outside.jpg,640,480,hole,196,370,252,387
287_day_outside.jpg,640,480,hole,246,353,302,370
287_day_outside.jpg,640,480,hole,293,337,340,350
992_day_outside.jpg,2016,4032,hole,731,2421,1029,2520
992_day_outside.jpg,2016,4032,hole,866,2345,1242,2413
992_day_outside.jpg,2016,4032,hole,547,2270,1055,2330
992_day_outside.jpg,2016,4032,hole,329,2340,630,2416
666_day_outside.jpg,1080,1920,hole,490,857,600,891
666_day_outside.jpg,1080,1920,hole,770,957,829,988
666_day_outside.jpg,1080,1920,hole,758,818,830,841
719_day_outside.jpg,1080,1920,hole,377,1290,825,1463
212_day_outside.jpg,640,480,hole,474,426,568,456
67_day_outside.JPG,3264,2448,hole,760,2139,1019,2305
306_day_outside.jpg,640,480,hole,188,341,277,348
793_day_outside.jpg,1080,1920,hole,1,973,142,1051
793_day_outside.jpg,1080,1920,hole,93,936,460,984
793_day_outside.jpg,1080,1920,hole,388,895,682,931
793_day_outside.jpg,1080,1920,hole,540,876,654,899
793_day_outside.jpg,1080,1920,hole,675,884,754,897
793_day_outside.jpg,1080,1920,hole,718,926,794,944
793_day_outside.jpg,1080,1920,hole,426,859,544,874
793_day_outside.jpg,1080,1920,hole,788,905,911,929
793_day_outside.jpg,1080,1920,hole,775,856,865,875
677_day_outside.jpg,1080,1920,hole,728,814,922,896
677_day_outside.jpg,1080,1920,hole,698,1065,1080,1627
677_day_outside.jpg,1080,1920,hole,678,718,735,752
404_day_outside.jpg,640,480,hole,170,375,233,419
404_day_outside.jpg,640,480,hole,176,329,241,367
404_day_outside.jpg,640,480,hole,64,300,119,334
404_day_outside.jpg,640,480,hole,3,294,58,324
333_day_outside.jpg,640,480,hole,303,317,563,453
333_day_outside.jpg,640,480,hole,302,283,400,317
778_day_outside.jpg,1080,1920,hole,204,1013,866,1327
778_day_outside.jpg,1080,1920,hole,306,792,491,834
778_day_outside.jpg,1080,1920,hole,513,768,607,798
778_day_outside.jpg,1080,1920,hole,743,709,819,726
778_day_outside.jpg,1080,1920,hole,408,761,502,788
778_day_outside.jpg,1080,1920,hole,536,728,631,748
778_day_outside.jpg,1080,1920,hole,657,872,754,907
778_day_outside.jpg,1080,1920,hole,651,823,755,847
778_day_outside.jpg,1080,1920,hole,630,938,758,974
778_day_outside.jpg,1080,1920,hole,776,930,948,973
778_day_outside.jpg,1080,1920,hole,938,887,1080,917
778_day_outside.jpg,1080,1920,hole,918,747,1080,803
778_day_outside.jpg,1080,1920,hole,769,781,955,835
975_day_outside.jpg,2016,4032,hole,937,2446,1341,2758
975_day_outside.jpg,2016,4032,hole,1360,2685,2016,2848
975_day_outside.jpg,2016,4032,hole,1547,2145,1858,2238
805_day_outside.jpg,1080,1920,hole,547,783,779,904
680_day_outside.jpg,1080,1920,hole,400,1016,593,1144
680_day_outside.jpg,1080,1920,hole,528,771,585,794
960_day_outside.jpg,2016,4032,hole,700,2694,1187,2903
743_day_outside.jpg,2016,4032,hole,701,2722,944,2899
53_night_outside.JPG,3264,2448,hole,761,1968,972,2067
53_night_outside.JPG,3264,2448,hole,1019,1725,1249,1789
863_day_outside.jpg,2016,4032,hole,210,2333,1796,3216
863_day_outside.jpg,2016,4032,hole,817,2064,1283,2222
863_day_outside.jpg,2016,4032,hole,1495,2054,1785,2145
863_day_outside.jpg,2016,4032,hole,1339,1772,1534,1801
863_day_outside.jpg,2016,4032,hole,1496,1740,1665,1775
863_day_outside.jpg,2016,4032,hole,1748,1724,2016,1765
863_day_outside.jpg,2016,4032,hole,1789,1821,1982,1863
863_day_outside.jpg,2016,4032,hole,2,1901,249,1950
863_day_outside.jpg,2016,4032,hole,221,1735,571,1764
863_day_outside.jpg,2016,4032,hole,2,1801,1275,1872
863_day_outside.jpg,2016,4032,hole,899,1769,1063,1789
863_day_outside.jpg,2016,4032,hole,788,1717,1053,1749
735_day_outside.jpg,2016,4032,hole,678,2369,1304,2558
8_night_outside.JPG,3264,2448,hole,2023,2204,2274,2394
632_day_outside.jpg,1080,1920,hole,467,623,567,666
972_day_outside.jpg,2016,4032,hole,1067,2424,1520,2760
972_day_outside.jpg,2016,4032,hole,1326,2158,1490,2303
972_day_outside.jpg,2016,4032,hole,1334,1763,1435,2135
972_day_outside.jpg,2016,4032,hole,1252,1650,1313,1695
810_day_outside.jpg,1080,1920,hole,613,850,701,873
409_day_outside.jpg,640,480,hole,258,299,417,354
409_day_outside.jpg,640,480,hole,201,260,232,278
409_day_outside.jpg,640,480,hole,189,224,220,236
409_day_outside.jpg,640,480,hole,181,245,214,256
417_day_outside.jpg,640,480,hole,109,397,188,460
417_day_outside.jpg,640,480,hole,336,333,368,346
782_day_outside.jpg,1080,1920,hole,458,843,648,869
782_day_outside.jpg,1080,1920,hole,427,798,519,809
782_day_outside.jpg,1080,1920,hole,1,1093,266,1222
782_day_outside.jpg,1080,1920,hole,559,1110,760,1227
782_day_outside.jpg,1080,1920,hole,52,1005,196,1068
782_day_outside.jpg,1080,1920,hole,199,886,277,907
782_day_outside.jpg,1080,1920,hole,65,791,207,812
782_day_outside.jpg,1080,1920,hole,47,903,170,949
830_day_outside.jpg,1080,1920,hole,573,1157,673,1236
1029_day_outside.jpg,2016,4032,hole,9,1910,304,1957
1029_day_outside.jpg,2016,4032,hole,233,1763,566,1801
1029_day_outside.jpg,2016,4032,hole,789,1724,1153,1767
1029_day_outside.jpg,2016,4032,hole,839,1809,1011,1847
1029_day_outside.jpg,2016,4032,hole,1046,1841,1351,1881
1029_day_outside.jpg,2016,4032,hole,534,1904,1718,1992
1029_day_outside.jpg,2016,4032,hole,848,2248,1234,2492
1029_day_outside.jpg,2016,4032,hole,832,2554,2016,3070
1029_day_outside.jpg,2016,4032,hole,1894,1774,1998,1808
1029_day_outside.jpg,2016,4032,hole,1457,1717,1984,1753
1029_day_outside.jpg,2016,4032,hole,1112,1771,1427,1842
268_day_outside.jpg,640,480,hole,382,401,446,480
268_day_outside.jpg,640,480,hole,387,332,529,377
506_day_outside.jpg,2016,4032,hole,439,2147,1230,3072
506_day_outside.jpg,2016,4032,hole,761,1645,961,1784
506_day_outside.jpg,2016,4032,hole,713,1549,900,1634
506_day_outside.jpg,2016,4032,hole,854,990,946,1034
798_day_outside.jpg,1080,1920,hole,1,567,147,603
146_day_outside.JPG,3264,2448,hole,216,2293,370,2344
146_day_outside.JPG,3264,2448,hole,1065,1841,1106,1854
146_day_outside.JPG,3264,2448,hole,1249,1870,1275,1878
304_day_outside.jpg,640,480,hole,163,334,239,374
980_day_outside.jpg,2016,4032,hole,711,2300,1136,2405
980_day_outside.jpg,2016,4032,hole,1460,2236,1651,2310
980_day_outside.jpg,2016,4032,hole,1033,2245,1443,2314
587_day_outside.jpg,2016,4032,hole,279,1266,616,1451
1022_day_outside.jpg,2016,4032,hole,86,2647,1442,3472
1022_day_outside.jpg,2016,4032,hole,1248,2312,1698,2491
1022_day_outside.jpg,2016,4032,hole,1,2385,356,2534
1022_day_outside.jpg,2016,4032,hole,323,2003,1730,2078
1022_day_outside.jpg,2016,4032,hole,729,2090,981,2153
1022_day_outside.jpg,2016,4032,hole,4,1981,153,2007
1022_day_outside.jpg,2016,4032,hole,1091,1947,1383,1977
1022_day_outside.jpg,2016,4032,hole,77,2144,513,2199
1022_day_outside.jpg,2016,4032,hole,1655,1938,1897,1971
1022_day_outside.jpg,2016,4032,hole,1718,1998,1892,2024
1022_day_outside.jpg,2016,4032,hole,293,1920,465,1944
1022_day_outside.jpg,2016,4032,hole,183,1895,318,1915
1022_day_outside.jpg,2016,4032,hole,355,1905,474,1916
1022_day_outside.jpg,2016,4032,hole,589,1898,741,1917
262_day_outside.jpg,640,480,hole,274,236,495,414
110_day_outside.JPG,3264,2448,hole,827,1790,963,1814
803_day_outside.jpg,1080,1920,hole,1,1021,447,1230
803_day_outside.jpg,1080,1920,hole,204,872,482,974
803_day_outside.jpg,1080,1920,hole,307,679,629,858
803_day_outside.jpg,1080,1920,hole,533,868,1080,1920
505_day_outside.jpg,2016,4032,hole,533,2235,1350,3084
505_day_outside.jpg,2016,4032,hole,781,1783,978,1892
505_day_outside.jpg,2016,4032,hole,746,1690,887,1769
505_day_outside.jpg,2016,4032,hole,850,1150,938,1176
315_day_outside.jpg,640,480,hole,42,402,214,473
1013_day_outside.jpg,2016,4032,hole,719,2210,1252,2380
406_day_outside.jpg,640,480,hole,364,298,484,373
406_day_outside.jpg,640,480,hole,327,225,415,254
951_day_outside.jpg,2016,4032,hole,773,2860,1354,3716
951_day_outside.jpg,2016,4032,hole,954,2403,1181,2576
951_day_outside.jpg,2016,4032,hole,1016,2143,1117,2204
951_day_outside.jpg,2016,4032,hole,998,1940,1024,2038
951_day_outside.jpg,2016,4032,hole,480,2007,609,2046
675_day_outside.jpg,1080,1920,hole,669,1154,1080,1440
675_day_outside.jpg,1080,1920,hole,673,945,909,1031
675_day_outside.jpg,1080,1920,hole,639,876,755,936
675_day_outside.jpg,1080,1920,hole,679,819,779,874
878_day_outside.jpg,2016,4032,hole,317,2242,1136,2916
878_day_outside.jpg,2016,4032,hole,1271,2215,1971,2588
878_day_outside.jpg,2016,4032,hole,684,1939,1136,2057
878_day_outside.jpg,2016,4032,hole,695,1789,913,1820
878_day_outside.jpg,2016,4032,hole,1277,1816,1534,1850
878_day_outside.jpg,2016,4032,hole,1308,1772,1445,1802
401_day_outside.jpg,640,480,hole,1,334,130,473
401_day_outside.jpg,640,480,hole,125,267,201,317
401_day_outside.jpg,640,480,hole,219,239,254,256
401_day_outside.jpg,640,480,hole,209,223,233,229
401_day_outside.jpg,640,480,hole,248,223,262,232
142_day_outside.JPG,3264,2448,hole,1589,1557,1680,1581
142_day_outside.JPG,3264,2448,hole,1575,1495,1648,1527
400_day_outside.jpg,640,480,hole,386,378,560,480
400_day_outside.jpg,640,480,hole,230,383,311,421
400_day_outside.jpg,640,480,hole,334,286,457,334
400_day_outside.jpg,640,480,hole,282,334,341,365
182_day_outside.jpg,640,480,hole,287,413,561,480
182_day_outside.jpg,640,480,hole,381,360,500,405
182_day_outside.jpg,640,480,hole,357,270,427,278
182_day_outside.jpg,640,480,hole,333,254,399,262
44_night_outside.JPG,3264,2448,hole,1474,2156,1928,2305
44_night_outside.JPG,3264,2448,hole,470,1895,919,2037
44_night_outside.JPG,3264,2448,hole,485,1788,815,1863
44_night_outside.JPG,3264,2448,hole,1126,1735,1228,1769
44_night_outside.JPG,3264,2448,hole,962,1903,1145,1971
44_night_outside.JPG,3264,2448,hole,1347,1729,1396,1767
44_night_outside.JPG,3264,2448,hole,1423,1699,1483,1737
44_night_outside.JPG,3264,2448,hole,1587,1778,1798,1880
44_night_outside.JPG,3264,2448,hole,1581,1697,1732,1761
44_night_outside.JPG,3264,2448,hole,1347,1610,1449,1648
44_night_outside.JPG,3264,2448,hole,1496,1578,1736,1627
44_night_outside.JPG,3264,2448,hole,1970,1982,2239,2293
44_night_outside.JPG,3264,2448,hole,1632,2032,1840,2109
44_night_outside.JPG,3264,2448,hole,2125,1626,2267,1675
806_day_outside.jpg,1080,1920,hole,784,688,934,714
758_day_outside.jpg,1080,1920,hole,565,985,819,1079
758_day_outside.jpg,1080,1920,hole,234,795,356,821
758_day_outside.jpg,1080,1920,hole,458,762,590,779
176_day_outside.JPG,3264,2448,hole,1485,1481,1543,1497
176_day_outside.JPG,3264,2448,hole,1371,1439,1457,1462
176_day_outside.JPG,3264,2448,hole,1460,1447,1599,1472
176_day_outside.JPG,3264,2448,hole,1225,1455,1284,1479
176_day_outside.JPG,3264,2448,hole,1214,1416,1407,1439
176_day_outside.JPG,3264,2448,hole,1339,1386,1403,1402
176_day_outside.JPG,3264,2448,hole,1475,1333,1536,1346
176_day_outside.JPG,3264,2448,hole,1480,1315,1505,1326
176_day_outside.JPG,3264,2448,hole,1645,1291,1679,1299
176_day_outside.JPG,3264,2448,hole,1720,1309,1761,1317
176_day_outside.JPG,3264,2448,hole,1647,1314,1688,1322
787_day_outside.jpg,1080,1920,hole,461,710,598,791
957_day_outside.jpg,2016,4032,hole,14,2504,1015,3185
957_day_outside.jpg,2016,4032,hole,55,1999,607,2086
957_day_outside.jpg,2016,4032,hole,1060,2089,2016,2302
957_day_outside.jpg,2016,4032,hole,1244,1939,1626,2044
358_day_outside.jpg,640,480,hole,250,439,347,480
358_day_outside.jpg,640,480,hole,344,411,423,454
358_day_outside.jpg,640,480,hole,395,386,492,416
358_day_outside.jpg,640,480,hole,137,435,208,464
358_day_outside.jpg,640,480,hole,287,340,372,355
358_day_outside.jpg,640,480,hole,318,327,372,337
358_day_outside.jpg,640,480,hole,339,316,419,324
790_day_outside.jpg,1080,1920,hole,680,1194,1080,1362
790_day_outside.jpg,1080,1920,hole,436,1081,941,1179
790_day_outside.jpg,1080,1920,hole,376,1048,486,1088
790_day_outside.jpg,1080,1920,hole,646,960,778,979
790_day_outside.jpg,1080,1920,hole,668,946,787,957
790_day_outside.jpg,1080,1920,hole,526,987,618,1003
790_day_outside.jpg,1080,1920,hole,115,1126,259,1169
790_day_outside.jpg,1080,1920,hole,536,1333,1080,1565
790_day_outside.jpg,1080,1920,hole,951,1002,1013,1017
790_day_outside.jpg,1080,1920,hole,799,980,899,994
790_day_outside.jpg,1080,1920,hole,907,1063,1025,1081
790_day_outside.jpg,1080,1920,hole,790,1001,912,1019
902_day_outside.jpg,2016,4032,hole,733,2347,1383,2795
902_day_outside.jpg,2016,4032,hole,1720,2382,2016,2721
902_day_outside.jpg,2016,4032,hole,250,1857,664,1918
902_day_outside.jpg,2016,4032,hole,1103,1803,1313,1851
902_day_outside.jpg,2016,4032,hole,188,2013,1053,2204
902_day_outside.jpg,2016,4032,hole,1079,2164,1351,2261
902_day_outside.jpg,2016,4032,hole,190,2294,344,2429
902_day_outside.jpg,2016,4032,hole,1332,2020,1605,2072
902_day_outside.jpg,2016,4032,hole,1658,2014,1996,2110
902_day_outside.jpg,2016,4032,hole,1650,1889,1939,1946
936_day_outside.jpg,2016,4032,hole,250,2188,1107,2570
936_day_outside.jpg,2016,4032,hole,464,1676,684,1724
936_day_outside.jpg,2016,4032,hole,592,1495,864,1570
166_day_outside.jpg,640,480,hole,298,406,415,469
166_day_outside.jpg,640,480,hole,1,359,201,477
166_day_outside.jpg,640,480,hole,469,259,510,265
166_day_outside.jpg,640,480,hole,447,252,505,258
166_day_outside.jpg,640,480,hole,463,243,495,250
166_day_outside.jpg,640,480,hole,325,338,371,359
175_day_outside.JPG,3264,2448,hole,1272,1806,1365,1833
175_day_outside.JPG,3264,2448,hole,1272,1829,1338,1859
175_day_outside.JPG,3264,2448,hole,1625,1623,1703,1655
175_day_outside.JPG,3264,2448,hole,1671,1758,1766,1802
769_day_outside.jpg,1080,1920,hole,349,948,819,1174
769_day_outside.jpg,1080,1920,hole,66,1358,739,1718
741_day_outside.jpg,1080,1920,hole,610,1101,1080,1299
741_day_outside.jpg,1080,1920,hole,233,1066,561,1169
741_day_outside.jpg,1080,1920,hole,223,941,509,1018
881_day_outside.jpg,2016,4032,hole,898,2461,1821,3094
881_day_outside.jpg,2016,4032,hole,1811,1838,1983,1906
881_day_outside.jpg,2016,4032,hole,1473,1687,1520,1700
881_day_outside.jpg,2016,4032,hole,1450,1761,1579,1788
317_day_outside.jpg,640,480,hole,163,386,303,439
317_day_outside.jpg,640,480,hole,211,341,270,353
317_day_outside.jpg,640,480,hole,245,314,290,321
896_day_outside.jpg,2016,4032,hole,233,1942,1025,2497
896_day_outside.jpg,2016,4032,hole,928,1575,1379,1706
896_day_outside.jpg,2016,4032,hole,226,1751,993,1877
153_day_outside.JPG,3264,2448,hole,1478,1584,1554,1608
153_day_outside.JPG,3264,2448,hole,1445,1553,1604,1573
153_day_outside.JPG,3264,2448,hole,1300,1548,1443,1567
153_day_outside.JPG,3264,2448,hole,1190,1568,1249,1599
153_day_outside.JPG,3264,2448,hole,1339,1569,1407,1592
153_day_outside.JPG,3264,2448,hole,1194,1523,1306,1542
153_day_outside.JPG,3264,2448,hole,1314,1518,1406,1541
153_day_outside.JPG,3264,2448,hole,1438,1418,1548,1434
153_day_outside.JPG,3264,2448,hole,1480,1400,1514,1410
153_day_outside.JPG,3264,2448,hole,1656,1368,1701,1374
153_day_outside.JPG,3264,2448,hole,1719,1365,1764,1371
153_day_outside.JPG,3264,2448,hole,1661,1391,1709,1401
153_day_outside.JPG,3264,2448,hole,1720,1383,1788,1395
153_day_outside.JPG,3264,2448,hole,1792,1334,1810,1341
153_day_outside.JPG,3264,2448,hole,1953,1550,2008,1600
153_day_outside.JPG,3264,2448,hole,2012,1637,2057,1662
277_day_outside.jpg,640,480,hole,224,329,263,345
652_day_outside.jpg,1080,1920,hole,106,1089,533,1330
652_day_outside.jpg,1080,1920,hole,163,918,489,1057
652_day_outside.jpg,1080,1920,hole,532,883,838,932
652_day_outside.jpg,1080,1920,hole,346,536,399,561
652_day_outside.jpg,1080,1920,hole,209,588,295,631
919_day_outside.jpg,2016,4032,hole,957,2463,1323,2563
919_day_outside.jpg,2016,4032,hole,251,2289,461,2334
919_day_outside.jpg,2016,4032,hole,1171,2354,1344,2409
533_day_outside.jpg,2016,4032,hole,836,3189,1186,3585
533_day_outside.jpg,2016,4032,hole,992,2247,1130,2400
533_day_outside.jpg,2016,4032,hole,1048,2415,1151,2565
533_day_outside.jpg,2016,4032,hole,478,2581,1183,3557
380_day_outside.jpg,640,480,hole,128,441,199,480
714_day_outside.jpg,1080,1920,hole,1,1065,525,1298
879_day_outside.jpg,2016,4032,hole,599,2347,1345,2670
879_day_outside.jpg,2016,4032,hole,1756,2347,2016,2565
879_day_outside.jpg,2016,4032,hole,1649,2145,2016,2285
879_day_outside.jpg,2016,4032,hole,783,1858,1024,1965
879_day_outside.jpg,2016,4032,hole,1242,2207,1488,2320
879_day_outside.jpg,2016,4032,hole,1430,2075,1638,2176
879_day_outside.jpg,2016,4032,hole,1378,2329,1741,2458
872_day_outside.jpg,2016,4032,hole,272,2482,826,2675
872_day_outside.jpg,2016,4032,hole,823,2281,1158,2507
872_day_outside.jpg,2016,4032,hole,1513,2336,1633,2399
989_day_outside.jpg,2016,4032,hole,1,2280,363,2464
989_day_outside.jpg,2016,4032,hole,929,2287,1350,2488
989_day_outside.jpg,2016,4032,hole,1869,2221,2016,2368
379_day_outside.jpg,640,480,hole,46,356,115,393
379_day_outside.jpg,640,480,hole,141,351,230,380
379_day_outside.jpg,640,480,hole,222,318,249,329
379_day_outside.jpg,640,480,hole,247,342,288,359
379_day_outside.jpg,640,480,hole,337,332,408,378
379_day_outside.jpg,640,480,hole,374,378,460,426
379_day_outside.jpg,640,480,hole,429,441,540,480
379_day_outside.jpg,640,480,hole,249,265,328,285
551_day_outside.jpg,2016,4032,hole,478,2412,1658,2816
551_day_outside.jpg,2016,4032,hole,90,2636,422,2744
224_day_outside.jpg,640,480,hole,230,348,380,399
274_day_outside.jpg,640,480,hole,290,372,335,389
274_day_outside.jpg,640,480,hole,223,369,279,384
274_day_outside.jpg,640,480,hole,230,338,258,347
274_day_outside.jpg,640,480,hole,260,328,283,334
720_day_outside.jpg,1080,1920,hole,578,709,685,731
573_day_outside.jpg,2016,4032,hole,997,2052,1093,2113
1009_day_outside.jpg,2016,4032,hole,669,2462,1178,2709
52_night_outside.JPG,3264,2448,hole,1037,1672,1254,1754
52_night_outside.JPG,3264,2448,hole,771,1901,991,2024
565_day_outside.jpg,1080,1920,hole,277,692,463,766
565_day_outside.jpg,1080,1920,hole,561,487,619,517
565_day_outside.jpg,1080,1920,hole,364,578,437,621
740_day_outside.jpg,2016,4032,hole,510,2516,1130,2688
740_day_outside.jpg,2016,4032,hole,772,2287,1249,2397
455_day_outside.JPG,3264,2448,hole,1440,1377,1621,1413
455_day_outside.JPG,3264,2448,hole,1773,1497,1871,1532
709_day_outside.jpg,1080,1920,hole,139,732,346,820
709_day_outside.jpg,1080,1920,hole,915,773,1030,943
770_day_outside.jpg,1080,1920,hole,613,983,919,1118
770_day_outside.jpg,1080,1920,hole,882,658,1080,763
770_day_outside.jpg,1080,1920,hole,759,829,1052,956
370_day_outside.jpg,640,480,hole,111,402,347,480
370_day_outside.jpg,640,480,hole,320,348,436,398
370_day_outside.jpg,640,480,hole,439,340,555,370
468_day_outside.JPG,3264,2448,hole,1444,1958,1957,2178
468_day_outside.JPG,3264,2448,hole,1402,1837,1733,1924
145_day_outside.JPG,3264,2448,hole,1086,1820,1143,1838
145_day_outside.JPG,3264,2448,hole,1366,1698,1388,1707
145_day_outside.JPG,3264,2448,hole,949,1839,971,1848
934_day_outside.jpg,2016,4032,hole,898,2219,1489,2445
934_day_outside.jpg,2016,4032,hole,1117,2017,1376,2115
934_day_outside.jpg,2016,4032,hole,855,1972,1026,2014
934_day_outside.jpg,2016,4032,hole,423,1913,657,1981
934_day_outside.jpg,2016,4032,hole,1,1887,96,1942
934_day_outside.jpg,2016,4032,hole,174,1889,375,1958
934_day_outside.jpg,2016,4032,hole,656,1932,817,1997
934_day_outside.jpg,2016,4032,hole,1516,2318,2002,2541
911_day_outside.jpg,2016,4032,hole,775,2024,1397,2100
911_day_outside.jpg,2016,4032,hole,1560,2038,2016,2119
911_day_outside.jpg,2016,4032,hole,1,2229,1459,2521
911_day_outside.jpg,2016,4032,hole,66,1935,354,1983
911_day_outside.jpg,2016,4032,hole,2,1891,181,1926
911_day_outside.jpg,2016,4032,hole,378,1903,596,1942
911_day_outside.jpg,2016,4032,hole,911,1945,1478,2027
911_day_outside.jpg,2016,4032,hole,207,1847,775,1914
911_day_outside.jpg,2016,4032,hole,1017,2161,1498,2240
911_day_outside.jpg,2016,4032,hole,737,2098,1129,2156
811_day_outside.jpg,1080,1920,hole,526,869,646,902
811_day_outside.jpg,1080,1920,hole,397,689,622,829
252_day_outside.jpg,640,480,hole,254,244,303,259
